Descripcion,Codigo,Categoria,Benavídez,Gallo,Anea,Pilar,Tortuguitas,Del Viso,Chica Glade,San Martín,Hipocampus,Mundo Mascotas,Yaguar,King Clor,Diserquim,Moreno,Roberto,Viejo Gets,Viejo Cuero,Mis Nietos,Profesional Vet,Premier,Dacam
Escobilla Premier Romyl,1905744.0,Limpieza,,,,,,,,,,,,,,,,,,,,,
Escobilla s/ Base,1905741.0,Limpieza,,,,,,,,,,,,,,,,,,,,,
Escobillon 4H,1905612.0,Limpieza,,,,,,,,,,,,,,,,,,813.0,,,
Escobillon Escobon,1905395.0,Limpieza,,,,,,,,,,,,,,,,,,,,,
Escobillon Fede,1906068.0,Limpieza,,,,,,,,,,,,,,,,,,1215.0,,,
Escobillon Gumer Da Silva,1905617.0,Limpieza,,,,,,,,,,,,,,,,,,1111.0,,,
Escobillon Laqueado,1905619.0,Limpieza,,,,,,,,,,,,,,,,,,,,,
Escobillon Laura,1906068.0,Limpieza,,,,,,,,,,,,,,,,,,,,,
Escobillon Pampa Premier,1905621.0,Limpieza,,,,,,,,,,,,,,,,,,,,,
Escobillon Reina,1905620.0,Limpieza,,,,,,,,,,,,,,,,,,,,,
Esfera Hamster s/ Base,1905296.0,Mascotas,,,,,,,,,4928.0,,,,,,,,,,,,
Espiral Gorrion x 4 u.,1905910.0,Limpieza,,,,,,,,,100.0,,,,,,,,,125.0,,,
Espirales Raid Lavanda x 12 u.,1905838.0,Venenos,,,,,,,,,,,,,,,,,,,,,
Espirales Raid x 4 u.,1905538.0,Venenos,,,,,,,,,,,,,,,,,,,,,
Esponja Acanalada,1905626.0,Limpieza,,,,,,,,,,,,,,,,,,300.0,,275.0,
Esponja Acero Gigante,1905622.0,Limpieza,,,,,,,,,,,,,,810.0,,,,,,698.0,
Esponja de Acero Economica x 10 grs.,1905706.0,Limpieza,,,,,,,,,,,,,,,,,,220.0,,275.0,
Esponja de Acero Estropajo,1905718.0,Limpieza,,,,,,,,,,,,,,,,,,,,,
Esponja de Acero Make x 2 u.,1905623.0,Limpieza,,,,,,,,,,,,,,,,,,,,625.0,
Esponja de Baño Boob Grande,1905624.0,Limpieza,,,,,,,,,,,,,,,,,,364.0,,348.0,
Esponja de Baño Chica,1905719.0,Limpieza,,,,,,,,,,,,,,,,,,,,598.0,
Esponja de Baño Frutal,1905720.0,Limpieza,,,,,,,,,,,,,,,,,,,,598.0,
Esponja de Baño Vegetal,1905973.0,Limpieza,,,,,,,,,,,,,,,,,,,,1670.0,
Esponja Doble,7501905710.0,Limpieza,,,,,,,,,,,,,,,,,,,,,
Esponja Eco Verde,1905711.0,Limpieza,,,,,,,,,,,,,,,,,,,,475.0,
Esponja Extralimp Plus de Colores,1905717.0,Limpieza,,,,,,,,,,,,,,,,,,,,,
Esponja Fibra Verde Go,1905715.0,Limpieza,,,,,,,,,,,,,,,,,,,,725.0,
Esponja Fibralimp,1905715.0,Limpieza,,,,,,,,,,,,,,220.0,,,,,,220.0,
Esponja Flat Make,1905625.0,Limpieza,,,,,,,,,,,,,,,,,,,,598.0,
Esponja Todoesponja Rosa,1905613.0,Limpieza,,,,,,,,,,,,,,,,,,,,398.0,
Espuma Seca Pauldip,4341.0,Mascotas,,,,,,,,,6860.0,,,,,,,,,,,,
Estaca Espiral,4151.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Estampa Gato,5053.0,Gato Granel,,,,,,,,,,,,,,,,,,,,,
Estampa Gato x 15 kg.,1078.0,Gato,23918.0,,,22930.0,,,,,,23520.0,,,,,,,,,,,
Estampa Plus x 20 kg.,1081.0,Perro Adulto,26175.0,,,25133.0,,,,,,27597.0,,,,,,,,,,,
Estampa x 20 kg.,1083.0,Perro Adulto,22058.0,,23817.0,20900.0,,,,,,22187.0,,,,,,,,,,,
Estrella Mordillo Transparte Chica,8097.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Eukanuba Cachorro Razas Grandes,1906023.0,Perro Cachorro Granel,,,,,,,,,,,,,,,,,,,,,
Eukanuba Cachorro Razas Grandes x 15 kg.,1906024.0,Perro Cachorro,,43503.0,45203.0,,40490.0,,,,,43320.0,,,,,,,,,,,
Eukanuba Cachorro Razas Medianas,5057.0,Perro Cachorro Granel,,,,,,,,,,,,,,,,,,,,,
Eukanuba Cachorro Razas Medianas x 15 kg.,1085.0,Perro Cachorro,,43503.0,45203.0,,43780.0,,,,,43320.0,,,,,,,,,,,
Eukanuba Cachorro Razas Medianas x 3 kg.,1905481.0,Mascotas,,11978.0,12442.0,,,,,,,12920.0,,,,,,,,,,,
Eukanuba Cachorro Razas Pequeñas,5059.0,Perro Cachorro Granel,,,,,,,,,,,,,,,,,,,,,
Eukanuba Cachorro Razas Pequeñas x 15 kg.,1087.0,Perro Cachorro,,45766.0,47651.0,,42600.0,,,,,43320.0,,,,,,,,,,,
Eukanuba Light Razas Medianas x 3 kg.,1905482.0,Mascotas,,,13311.0,,,,,,,12920.0,,,,,,,,,,,
Eukanuba Light Razas Pequeñas x 3 kg.,1905483.0,Mascotas,,,13540.0,,,,,,,12920.0,,,,,,,,,,,
Eukanuba Razas Grandes,5060.0,Perro Adulto Granel,,,,,,,,,,,,,,,,,,,,,
Eukanuba Razas Grandes x 15 kg.,1088.0,Perro Adulto,,43138.0,44828.0,,39200.0,,,,,41800.0,,,,,,,,,,,
Eukanuba Razas Medianas,5061.0,Perro Adulto Granel,,,,,,,,,,,,,,,,,,,,,
Eukanuba Razas Medianas x 15 kg.,1089.0,Perro Adulto,,43318.0,46365.0,,39360.0,,,,,41800.0,,,,,,,,,,,
Eukanuba Razas Pequeñas,5062.0,Perro Adulto Granel,,,,,,,,,,,,,,,,,,,,,
Eukanuba Razas Pequeñas x 15 kg.,1090.0,Perro Adulto,,44616.0,46365.0,,40540.0,,,,,41800.0,,,,,,,,,,,
Eukanuba Razas Pequeñas x 3 kg.,1905480.0,Mascotas,,11765.0,12226.0,,,,,,,,,,,,,,,,,,
Excellent Formula,5064.0,Perro Adulto Granel,,,,,,,,,,,,,,,,,,,,,
Excellent Formula Cachorro,5063.0,Perro Cachorro Granel,,,,,,,,,,,,,,,,,,,,,
Excellent Formula Cachorro x 20 kg.,1092.0,Perro Cachorro,40596.0,,54920.0,,38750.0,,,,,46968.0,,,,,,,,,,,
Excellent Formula x 20 kg.,1094.0,Perro Adulto,39895.0,41498.0,45576.0,,37650.0,,,,,42560.0,,,,,,,,,,,
Excellent Gatitos,5066.0,Gato Granel,,,,,,,,,,,,,,,,,,,,,
"Excellent Gatitos x 7,5 kg.",1095.0,Gato,0.0,40796.0,41505.0,,37330.0,,,,,40280.0,,,,,,,,,,,
Excellent Gato,5067.0,Gato Granel,,,,,,,,,,,,,,,,,,,,,
Excellent Gato Esterilizado x 1 kg.,,Gato,,,7397.0,,,,,,,7524.0,,,,,,,,,,,
Excellent Gato Urinary,5065.0,Gato Granel,,,,,,,,,,,,,,,,,,,,,
Excellent Gato Urinary x 15 kg.,,Gato,,,,,74300.0,,,,,,,,,,,,,,,,
"Excellent Gato Urinary x 7,5 kg.",1096.0,Gato,40341.0,42450.0,43188.0,,38840.0,,,,,44080.0,,,,,,,,,,,
Excellent Gato x 15 kg.,1097.0,Gato,67456.0,71078.0,72313.0,,64480.0,,,,,69160.0,,,,,,,,,,,
Excellent Gato x 3 kg.,1905479.0,Mascotas,,17096.0,17393.0,,15910.0,,,,,16948.0,,,,,,,,,,,
"Excellent Gato x 7,5 kg.",1098.0,Gato,35011.0,34579.0,37482.0,,33710.0,,,,,36480.0,,,,,,,,,,,
Excellent Razas Pequeñas x 3 kg.,1905381.0,Mascotas,,10883.0,11073.0,,10130.0,,,,,10640.0,,,,,,,,,,,
Felix Pouch,44473.0,Mascotas,,,,,,,,,,0.0,,,,,,,,,,,
Felix Pouch x 15 u.,1906162.0,Mascotas,,,14680.0,,,,,,0.0,,,,,,,,,,,,
Fertifox Hormona Floracion x 200 cc.,1905539.0,Venenos,,3141.0,3427.0,,,,,,2820.0,,,,,,,,,,,,
Fertifox Hormona Follaje x 200 cc.,1905540.0,Venenos,,3141.0,3427.0,,,,,,2820.0,,,,,,,,,,,,
Fertifox Hormona Potenciado x 200 cc.,1905541.0,Venenos,,3141.0,3427.0,,,,,,2820.0,,,,,,,,,,,,
Fertilizante Nutrisol,1905759.0,Venenos,,,,,,,,,,,,,,,,,,,,,
Filtro p/ Spar,1905752.0,Limpieza,,,,,,,,,,,,,,,,,,,,475.0,
Flota Flota,1905978.0,Pileta,,,,,,,,,,,,,,,,,,800.0,,,
Fluido,1905927.0,Liquidos,,,,,,,,,,,,,,,,,,,,,
Fluido Espacial x 500 cc.,1905543.0,Venenos,,,0.0,,,,,,,,,,,,,,,,,,
Fluido Gorrion x 450 cc.,1905544.0,Venenos,,,,,,,,,3045.0,,,,,,,,,2875.0,,,
Fluido Manchester x 350 cc.,1905697.0,Venenos,,,2677.0,,,,,,2515.0,,,,,,,,,,,,
Fluido Maschester x 700 cc.,1905546.0,Venenos,,7733.0,5971.0,,,,,,5612.0,6400.0,,,,,,,,,,,
Fluido Triunfo x 1 lt.,1905698.0,Venenos,,,3578.0,,,,,,3363.0,4160.0,,,,,,,,,,,
Fluido Triunfo x 250 cc.,1905699.0,Liquidos,,,,,,,,,,,,,,,,,,,,,
Fluido Triunfo x 500 cc.,1905547.0,Venenos,,,1977.0,,,,,,1858.0,2400.0,,,,,,,,,,,
Fosforos 3 Patitos x 222 u.,1905756.0,Limpieza,,,,,,,,,,,,,,,,,,503.0,,,
Fosforos Fragata x 400 u.,1905942.0,Limpieza,,,,,,,,,,,,,,,,,,,,698.0,
Fosforos Tres Patitos x 222 u.,1906068.0,Limpieza,,,,,,,,,,,,,,,,,,,,475.0,
Fosforos Tres Patitos x 400 u.,1905755.0,Limpieza,,,,,,,,,,,,,,,,,,,,725.0,
Franela Naranja,1905726.0,Limpieza,,,,,,,,,,,,,,,,,,566.0,,498.0,
Frazada Polar 100 x 75 cm.,1905436.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Frazada Polar 75 x 60 cm.,1905435.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Frisa Fantasia T° 0,8156.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Frisa Fantasia T° 1,8157.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Frisa Fantasia T° 10,8166.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Frisa Fantasia T° 11,8167.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Frisa Fantasia T° 2,8158.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Frisa Fantasia T° 3,8159.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Frisa Fantasia T° 4,8160.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Frisa Fantasia T° 5,8161.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Frisa Fantasia T° 6,8162.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Frisa Fantasia T° 7,8163.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Frisa Fantasia T° 8,8164.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Frisa Fantasia T° 9,8165.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Frontline Spray x 100 cc.,1905326.0,Veterinaria,,,12740.0,,,,,,10271.0,12768.0,,,,,,,,,,,
Frontline Spray x 250 cc.,1905339.0,Veterinaria,,,19443.2,,17550.0,,,,15660.0,19532.0,,,,,,,,,,,
Fuenton Osito,1905916.0,Limpieza,,,,,,,,,,,,,,,,,,,,,
Fuenton x 14 lts.,,Limpieza,,,,,,,,,,,,,,,,,,1390.0,,,
Fuenton x 22 lts.,1905911.0,Limpieza,,,,,,,,,,,,,,,,,,2428.0,,,
Fuenton x 34 lts.,1905912.0,Limpieza,,,,,,,,,,,,,,,,,,2428.0,,,
Fuenton x 38 lts.,1905913.0,Limpieza,,,,,,,,,,,,,,,,,,3015.0,,,
Fuenton x 45 lts.,1905914.0,Limpieza,,,,,,,,,,,,,,,,,,4276.0,,,
Fuenton x 55 lts.,1905915.0,Limpieza,,,,,,,,,,,,,,,,,,5386.0,,,
Fumixan Fog x 120 cc.,1905548.0,Venenos,,5525.0,,,,,,,4135.0,,,,,,,,,,,,
Fumixan Fog x 400 cc.,1905548.0,Venenos,,,6332.0,,,,,,5600.0,,,,,,,,,,,,
Funda p/ Auto,1905801.0,Mascotas,,,,,,,,,11105.0,,,,,,,,,,,,
Fungoxan x 30 cc.,1905549.0,Venenos,,3617.0,3210.0,,,,,,2840.0,,,,,,,,,,,,
Fuyi Mata Moscas/Mosquitos x 360 cc.,1905856.0,Venenos,,,,,,,2590.0,,,,2488.99,,,,,,,,,,
Fuyi Repelente,1905696.0,Venenos,,,,,,,2159.62461,,,,2891.9,,,,,,,,,,
Fuyi Tabletas x 12 u.,1905857.0,Venenos,,,,,,,1856.0,,,,,,,,,,,,,,
Fuyi Tabletas x 24 u.,1905858.0,Venenos,,,,,,,2945.0,,,,,,,,,,,,,,
Galletitas Caseras Cholitas x 500 grs.,8100.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Galletitas Sticks Carne Asada x 200 grs.,4351.0,Mascotas,,,1654.0,,,,,,,,,,,,,,,,,,
Galletitas Sticks Cheddar y Panceta x 200 grs.,4350.0,Mascotas,,,1654.0,,,,,,,,,,,,,,,,,,
Galletitas Sticks Max Calabresa x 200 grs.,4352.0,Mascotas,,,1654.0,,,,,,,,,,,,,,,,,,
Gallina Cantora Chica,1905131.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Gallina Cantora Grande,8201.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Gancho N° 1,4169.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Gancho N° 2,4170.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Gancho N° 3,4171.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Garrafa Gas x 10 kg.,8028.0,Limpieza,,,,,,,,,,,,,,,,,,,,,
Garufa x 15 kg.,1905934.0,Perro Adulto,,,,,,,,,,,,,,,,,,,,,
Gati,5069.0,Gato Granel,,,,,,,,,,,,,,,,,,,,,
Gati x 15 kg.,1100.0,Gato,26317.0,27669.0,28055.0,,26700.0,,,,,27892.0,,,,,,,,,,,
Gatillo Economico,4173.0,Limpieza,,,,,,,,,,,,,,,,,,,,,
Gatillo Reforzado,1905739.0,Limpieza,,,,,,,,,,,,,,,,,,,,,
GatoLac Sustituto Lacteo,1905174.0,Mascotas,,,6099.0,,5450.0,,,,5204.0,6800.0,,,,,,,,,,,
Gaucho,5073.0,Perro Adulto Granel,,,,,,,,,,,,,,,,,,,,,
Gaucho Cachorro,5070.0,Perro Cachorro Granel,,,,,,,,,,,,,,,,,,,,,
Gaucho Cachorro x 25 kg.,1101.0,Perro Cachorro,,23627.0,22988.0,,,,,,,,,,,,,,,,,,
Gaucho Gato Pescado,5071.0,Gato Granel,,,,,,,,,,,,,,,,,,,,,
Gaucho Gato Pescado x 15 kg.,1905076.0,Gato,,18948.0,17229.0,,0.0,,,,,,,,,,,,,,,,
Gaucho Gato x 10 kg.,1905892.0,Gato,,13299.0,0.0,,,,,,,,,,,,,,,,,,
Gaucho x 25 kg.,1105.0,Perro Adulto,,18352.0,16688.0,,,,,,,,,,,,,,,,,,
Geltek Bloque Raticida x 200 u.,2010.0,Venenos,,17022.0,16754.0,,,,,,,,,,,,,,,,,,
Geltek Cucaracha Cebo x 6 grs.,1905943.0,Venenos,,,,,,,,,1413.0,1600.0,,,,,,,,829.0,,,
Geltek Jeringa Cucarachicida x 12 grs.,4175.0,Venenos,,3058.0,3007.0,,,,,,2660.0,,,,,,,,,,,,
Geltek Jeringa Cucarachicida x 6 grs.,4176.0,Venenos,,2047.0,2010.0,,,,,,1778.0,2160.0,,,,,,,,2169.0,,,
Geltek Jeringa Hormiguicida x 12 grs.,4177.0,Venenos,,3345.0,3300.0,,,,,,2919.0,,,,,,,,,,,,
Geltek Jeringa Hormiguicida x 6 grs.,4178.0,Venenos,,2116.0,2080.0,,,,,,1840.0,,,,,,,,,2287.0,,,
General,8204.0,Limpieza,,,,,,,,,,,,,,,,,,,,,
Gets Comprimidos x 1 u.,8027.0,Veterinaria,,,,,,,,,,,,,,,,,,,,,
Gets Comprimidos x 2 u.,8027.0,Veterinaria,,,,,,,,,,,,,,,,,,,,,
Gets Comprimidos x 3 u.,8027.0,Veterinaria,,,,,,,,,,,,,,,,,,,,,
Girasol Confitero,5075.0,Balanceados Granel,,,,,,,,,,,,,,,,,,,,,
Girasol Confitero x 20 kg.,1905254.0,Balanceados,,10809.0,,17433.0,,,,,,,,,,,,,,,,,
Glacoxan Ciper x 30 cc.,4190.0,Venenos,,3760.0,0.0,,,,,,2955.0,,,,,,,,,,,,
Glacoxan D-Sist x 30 cc.,1905551.0,Venenos,,3626.0,3223.0,,,,,,2850.0,,,,,,,,,,,,
Glacoxan D-Sist x 60 cc.,1905550.0,Venenos,,4906.0,,,,,,,3855.0,,,,,,,,,,,,
Glacoxan E x 60 cc.,1905552.0,Venenos,,,1638.0,,,,,,1460.0,,,,,,,,,,,,
Glacoxan Fungo x 30 cc.,1905700.0,Venenos,,,,,,,,,,,,,,,,,,,,,
Glacoxan Herbicida Total x 100 cc.,1905553.0,Venenos,,5705.0,,,,,,,,,,,,,,,,,,,
Glacoxan Polvo x 250grs.,1905554.0,Venenos,,,,,,,,,,,,,,,,,,,,,
Glade Aerosol x 360 cc.,1905842.0,Limpieza,,,,,,,1699.0,,,,1772.43,,,,,,,,,,
Glade Autosport Full,1905860.0,Limpieza,,,,,,,6874.0,,,,,,,,,,,,,,
Glade Autosport Repuesto,1905861.0,Limpieza,,,,,,,5490.0,,,,,,,,,,,,,,
Glade Canasta Liquida Full,1905862.0,Limpieza,,,,,,,2353.0,,,,,,,,,,,,,,
Glade Canasta Liquido Repuesto,1905863.0,Limpieza,,,,,,,2235.0,,,,,,,,,,,,,,
Glade Canasta Solida Full,1905864.0,Limpieza,,,,,,,1320.0,,,,,,,,,,,,,,
Glade Liquido APC x 900 cc.,1905835.0,Limpieza,,,,,,,1250.0,,,,,,,,,,,,,,
Glade Minigel x 70grs.,1905865.0,Limpieza,,,,,,,1999.0,,,,,,,,,,,,,,
Glade Repuesto Aparato Chico,1905961.0,Limpieza,,,,,,,2799.0,,,,,,,,,,,,,,
Glade Repuesto Aparato Grande,1905845.0,Limpieza,,,,,,,3999.0,,,,,,,,,,,,,,
Glade Repuesto Automatico Economico,1905846.0,Limpieza,,,,,,,15900.0,,,,,,,,,,,,,,
Glade Toque Full,1905866.0,Limpieza,,,,,,,3186.79938,,,,,,,,,,,,,,
Glade Toque Repuesto,1905867.0,Limpieza,,,,,,,2486.0,,,,,,,,,,,,,,
Gran Campeon Gato x 8 kg.,8034.0,Gato,,,,,,,,,,,,,,,,,,,,,
Grisin Grande,1906032.0,Mascotas,,,,,,,,,374.0,,,,,,,,,,,,
Grisines Chicos,8105.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Grisines Largos,8105.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Guante Cepillo Rasqueta,1905056.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Guante Komei Manopla,1906033.0,Mascotas,,,,,,,,,2795.0,,,,,,,,,,,,
Guante Manopla True Touch,1905714.0,Mascotas,,,,,,,,,2982.0,,,,,,,,,,,,
Guantes Make,1905754.0,Limpieza,,,,,,,,,,,,,,,,,,,,1198.0,
Guantes Mappa,1905976.0,Limpieza,,,,,,,,,,,,,,,,,,,,3300.0,
Guantes Soft Make,8035.0,Limpieza,,,,,,,,,,,,,,,,,,,,998.0,
Guardian Gato,1906167.0,Limpieza,,,,,,,,,,,,,,,,,,,,,
Guardian Gato x 10 kg.,1906166.0,Limpieza,,,,,14500.0,,,,,,,,,,,,,,,,
Guisote,5076.0,Balanceados Granel,,,,,,,,,,,,,,,,,,,,,
Guisote x 10 kg.,1108.0,Balanceados,,0.0,,,,,,,,,,,,,,,,,,,
Harpic Pastilla p/ Inodoro,1905766.0,Limpieza,,,,,,,,,,,955.0,,,,,,,,,,
Hebillas Moño,44430.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Heno,1905255.0,Mascotas,,,,1058.0,,,,,1050.0,960.0,,,,,,,,,,,
Herbicida Selectivo Gleba x 100 cc.,1905555.0,Venenos,,,,,,,,,,,,,,,,,,,,,
Herbicida Total Gleba x 100 cc.,4195.0,Venenos,,0.0,,,,,,,,,,,,,,,,,,,
Hierba Gatera x 10 u.,1906034.0,Mascotas,,,,,,,,,2730.0,,,,,,,,,,,,
Hierba Gatera x u.,1906035.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Hormiguil Polvo,1905556.0,Venenos,,,,,,,,,1560.0,,,,,,,,,,,,
Hormix Liquido x 120 cc.,1905558.0,Venenos,,,,,,,,,2397.0,2800.0,,,,,,,,,,,
Hormix Liquido x 250 cc.,1905557.0,Venenos,,,,,,,,,3957.0,4640.0,,,,,,,,,,,
Hormix Liquido x 60 cc.,1905559.0,Venenos,,,,,,,,,1718.0,2000.0,,,,,,,,,,,
Hormix Polvo x 250 grs.,1905702.0,Venenos,,,,,,,,,1705.0,,,,,,,,,,,,
Hormixan Jeringa x 12 grs.,1906104.0,Venenos,,,,,,,,,2140.0,,,,,,,,,,,,
Hormixan Jeringa x 6 grs.,1905703.0,Venenos,,,,,,,,,,,,,,,,,,,,,
Hortal Liquido x 120 cc.,4196.0,Venenos,,2541.0,2475.0,,,,,,2115.0,,,,,,,,,,,,
Hortal Liquido x 250 cc.,4197.0,Venenos,,4185.0,4079.0,,,,,,3485.0,,,,,,,,,,,,
Hortal Liquido x 60 cc.,4198.0,Venenos,,1774.0,1726.0,,,,,,1476.0,,,,,,,,,1960.0,,,
Hortal Mirex x 100 grs.,4199.0,Venenos,,901.0,878.0,,,,,,750.0,960.0,,,,,,,,,,,
Hortal Mirex x 250 grs.,4200.0,Venenos,,1913.0,1866.0,,,,,,1594.0,2080.0,,,,,,,,,,,
Hortal Mirex x 500 grs.,24684201.0,Venenos,,2906.0,2832.0,,,,,,2420.0,3200.0,,,,,,,,,,,
Hortal Polvo x 250 grs.,4202.0,Venenos,,2278.0,2431.0,,,,,,1896.0,2520.0,,,,,,,,2535.0,,,
Hueso Caucho Flexible,44490.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Hueso de Goma Chico,4396.0,Mascotas,,,0.0,,,,,,,,,,,,,,,,,,
Hueso de Soga c/ 2 Nudos,1905013.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Hueso de Soga c/ Nudo N.º 10,1905012.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Hueso de Soga c/ Nudo N.º 8,1905701.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Hueso de soga c/ nudo N°8,1905011.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Hueso Mordillo,1905072.0,Mascotas,,,2642.0,,,,,,,,,,,,,,,,,,
Hueso Mordisco Goma c/ Puas,1905005.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Hueso Plastico Chico 12 cm.,4398.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Hueso Plastico Grande 18 cm.,4397.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Hueso Soga Color N° 3,1905228.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Hueso Soga Color N° 4,1905227.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Huesos 3/4,4205.0,Mascotas,,629.0,464.0,,500.0,,,,550.0,520.0,,,,,,,,,,,
Huesos 5/6,4205.0,Mascotas,,1054.0,839.0,,910.0,,,,924.0,880.0,,,,,,,,,,,
Huesos 7/8,4345.0,Mascotas,,,1360.0,,1500.0,,,,1740.0,1520.0,,,,,,,,,,,
Huesos 9/10,4207.0,Mascotas,,656.0,2226.0,,2400.0,,,,2561.0,2400.0,,,,,,,,,,,
Iams,5077.0,Perro Adulto Granel,,,,,,,,,,,,,,,,,,,,,
Igloo Chico,44417.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Igloo Extragrande,44420.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Igloo Grande,44419.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Igloo Mediano,1906100.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Igloo Zapato Chico,1906101.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Igloo Zapato Grande,1905146.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Igloo Zapato Mediano,1905145.0,Mascotas,,,,,,,,,,,,,,,,,,,,,
Infinity Cachorro x 10 kg.,1905246.0,Perro Cachorro,17628.0,0.0,24633.0,,,,,,,21482.0,,,,,,,,,,,
Infinity Gato,5079.0,Gato Granel,,,,,,,,,,,,,,,,,,,,,
Infinity Gato x 10 kg.,31111.0,Gato,18962.0,24971.0,23901.0,,,,,,,22893.0,,,,,,,,,,,
Infinity x 20 kg.,1113.0,Perro Adulto,28442.0,,,,,,,,,30968.0,,,,,,,,,,,
Insecticida Espacial x 500 cc.,1905561.0,Venenos,,1092.0,,,,,,,1363.0,,,,,,,,,,,,
Insecticida Gorrion Cucarachas Aerosol,4203.0,Mascotas,,,,,,,,,,,,,,,,,,2548.0,,,
Insecticida Gorrion Mata Moscas/Mosquitos Aerosol,1905562.0,Venenos,,,,,,,,,3580.0,,,,,,,,,2417.0,,,
Insecticida Gorrion x 450 cc.,1905025.0,Venenos,,364.0,,,,,,,3048.0,,,,,,,,,2626.0,,,
Insecticida Gorrion x 920 cc.,4208.0,Venenos,,0.0,,,,,,,,,,,,,,,,4927.0,,,
Interes,44451.0,General,,,,,,,,,,,,,,,,,,,,,
Ivomec Jeringa,6033.0,Veterinaria,,,,,,,,,,,,,,,,,,,,,
Ivomec x 500 cc.,1906144.0,Veterinaria,,,51055.2,,,,,,33698.0,,,,,,,,,,,,
Jabon Babs,1905427.0,Veterinaria,,,,,,,,,,,,,,,,,,,,,
Jabon Blanco Ala x 200 grs.,1905693.0,Limpieza,,,,,,,,,,,,,,,,,,,,,
Jabon Blanco Seiseme,1905788.0,Limpieza,,,,,,,,,,,1063.77,,,,,,,,,,
Jabon Dove Liquido x 1 lt.,1906036.0,Limpieza,,,,,,,,,,,,,,780.0,,,,,,,
Jabon Fauna,1906143.0,Veterinaria,,,,,,,,,5551.0,5600.0,,,,,,,,,,,
Jabon Liquido Ala Ecolavado x 800 cc.,1906001.0,Limpieza,,,,,,,,,,,,,,,,,,,,,
Jabon Liquido Ala p/ Diluir x 150 cc.,1905448.0,Limpieza,,,,,,,,,,,1845.0,,,,,,,,,,
Jabon Liquido Ala p/ Diluir x 500 cc.,1906037.0,Limpieza,,,,,,,,,,,3499.01,,,,,,,,,,
Jabon Liquido Ariel x 500 cc.,1906038.0,Limpieza,,,,,,,,,,,,,,,,,,,,,
Jabon Liquido Ariel x 800 cc.,1905784.0,Limpieza,,,,,,,,,,,1980.0,,,,,,,,,,
Jabon Liquido Ecovita x 900 cc.,1905779.0,Limpieza,,,,,,,,,,,1510.0,,,,,,,,,,
Jabon Liquido Granby x 3 lts.,1905780.0,Limpieza,,,,,,,,,,,2585.0,,,,,,,,,,
Jabon Liquido Granby x 800 cc.,1905781.0,Limpieza,,,,,,,,,,,1090.0,,,,,,,,,,
Jabon Liquido Querubin x 3 lts.,1905782.0,Limpieza,,,,,,,,,,,4799.01,,,,,,,,,,
Jabon Liquido Querubin x 800 cc.,1905783.0,Limpieza,,,,,,,,,,,1689.52,,,,,,,,,,
Jabon Liquido Skip Bio Z p/ Diluir x 150 cc.,1905584.0,Limpieza,,,,,,,,,,,2140.01,,,,,,,,,,
